epoch,step,train_acc_per_dataset_background,train_acc_per_dataset_mass,train_acc_per_image_background,train_acc_per_image_mass,train_accuracy,train_dice_per_dataset_background,train_dice_per_dataset_background_no_empty,train_dice_per_dataset_mass,train_dice_per_dataset_mass_no_empty,train_dice_per_image_background,train_dice_per_image_background_no_empty,train_dice_per_image_mass,train_dice_per_image_mass_no_empty,train_iou_per_dataset_background,train_iou_per_dataset_background_no_empty,train_iou_per_dataset_mass,train_iou_per_dataset_mass_no_empty,train_iou_per_image_background,train_iou_per_image_background_no_empty,train_iou_per_image_mass,train_iou_per_image_mass_no_empty,train_loss_epoch,train_loss_step,train_mean_dice_per_dataset,train_mean_dice_per_dataset_no_empty,train_mean_dice_per_image,train_mean_dice_per_image_no_empty,train_mean_iou_per_dataset,train_mean_iou_per_dataset_no_empty,train_mean_iou_per_image,train_mean_iou_per_image_no_empty,train_per_dataset_dice,train_per_dataset_iou,train_per_image_dice,train_per_image_iou,train_precision,train_recall,valid_acc_per_dataset_background,valid_acc_per_dataset_mass,valid_acc_per_image_background,valid_acc_per_image_mass,valid_accuracy,valid_dice_per_dataset_background,valid_dice_per_dataset_background_no_empty,valid_dice_per_dataset_mass,valid_dice_per_dataset_mass_no_empty,valid_dice_per_image_background,valid_dice_per_image_background_no_empty,valid_dice_per_image_mass,valid_dice_per_image_mass_no_empty,valid_iou_per_dataset_background,valid_iou_per_dataset_background_no_empty,valid_iou_per_dataset_mass,valid_iou_per_dataset_mass_no_empty,valid_iou_per_image_background,valid_iou_per_image_background_no_empty,valid_iou_per_image_mass,valid_iou_per_image_mass_no_empty,valid_loss,valid_mean_dice_per_dataset,valid_mean_dice_per_dataset_no_empty,valid_mean_dice_per_image,valid_mean_dice_per_image_no_empty,valid_mean_iou_per_dataset,valid_mean_iou_per_dataset_no_empty,valid_mean_iou_per_image,valid_mean_iou_per_image_no_empty,valid_per_dataset_dice,valid_per_dataset_iou,valid_per_image_dice,valid_per_image_iou,valid_precision,valid_recall
0,9,,,,,,,,,,,,,,,,,,,,,,,0.9895552396774292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19,,,,,,,,,,,,,,,,,,,,,,,0.989582896232605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,,,,,,,,,,,,,,,,,,,,,,,0.9888240098953247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39,,,,,,,,,,,,,,,,,,,,,,,0.9828264117240906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,,,,,,,,,,,,,,,,,,,,,,,0.9897783994674683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7923875451087952,0.008964152075350285,0.7923961281776428,0.009689735248684883,0.7926313281059265,0.8830647468566895,0.8830647468566895,0.017652377486228943,0.017652377486228943,0.8796191215515137,0.8796191215515137,0.01902065798640251,0.01902065798640251,0.7923875451087952,0.7923875451087952,0.008964152075350285,0.008964152075350285,0.7923961281776428,0.7923961281776428,0.009689735248684883,0.009689735248684883,0.9911069273948669,0.4492971897125244,0.4492971897125244,0.4492971897125244,0.4492971897125244,0.4010312855243683,0.4010312557220459,0.4010312557220459,0.4010312557220459,0.0148194320499897,0.0074650296010077,0.019044289365410805,0.0097031956538558,0.5048494338989258,0.8942096829414368
0,50,0.7432403564453125,0.0078958198428154,0.7432618141174316,0.009659736417233944,0.743989884853363,0.8525298237800598,0.8525298237800598,0.01566205359995365,0.01566205359995365,0.8470619320869446,0.8470619320869446,0.018926676362752914,0.018926676362752914,0.7432403564453125,0.7432403564453125,0.0078958198428154,0.0078958198428154,0.7432618141174316,0.7432618141174316,0.009659736417233944,0.009659736417233944,0.9897255301475525,,0.43321558833122253,0.43321558833122253,0.43321552872657776,0.43321552872657776,0.37662240862846375,0.37662243843078613,0.3766224682331085,0.3766224682331085,0.015577656216919422,0.007849969901144505,0.01909441128373146,0.009746687486767769,0.5048419237136841,0.8573289513587952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
